radius,start_time,a_avg,b_avg,bstd_avg,n_avg,mc_avg,a_std,b_std,bstd_std,n_std,mc_std
1.0,1991-01-31 00:00:00+00:00,1.30058946104,0.728807872816,1.54410770169e-16,7.9,0.353,0.320450312291,0.2721939024,1.91391550536e-16,2.80673792467,0.390385849015
1.0,1991-02-28 00:00:00+00:00,1.97101836783,1.12102294923,1.70552748985e-16,7.7,0.551,1.26181278276,0.672385536156,2.10135068793e-16,2.40601099102,0.408451003454
1.0,1991-03-31 00:00:00+00:00,4.09124856152,2.32137818422,7.98244725503e-17,7.7,0.431,6.17278984677,3.36829234294,1.02353419548e-16,4.52278183816,0.546228482922
1.0,1991-04-30 00:00:00+00:00,1.82646012112,1.14003419171,2.57209637914e-16,6.375,0.57625,0.773454200348,0.491038280921,3.73522326375e-16,2.77424378371,0.409178183331
1.0,1991-05-31 00:00:00+00:00,2.0949412122,1.17759817666,5.66993409171e-16,7.2,0.586,1.59500896464,0.835239232004,1.26211284497e-15,3.19026296373,0.352426509282
1.0,1991-06-30 00:00:00+00:00,1.55590322106,0.959670126628,2.51118817538e-16,9.2,0.315,0.281740439006,0.368243181471,2.0043130174e-16,2.29975844142,0.228825503629
1.0,1991-07-31 00:00:00+00:00,6.41458579629,3.56305697079,8.72012593679e-16,5.7,0.588,7.39888441145,3.68313661726,1.72349444233e-15,3.46570499482,0.478349012519
1.0,1991-08-31 00:00:00+00:00,1.18624943172,0.653621723272,3.46395377518e-17,10.0,0.182222222222,0.096803471891,0.195544866727,4.3190670956e-17,1.11803398875,0.103896315837
1.0,1991-09-30 00:00:00+00:00,3.5185646224,1.99381344057,5.09572935383e-16,7.3,0.504,4.90456638258,2.60301482268,9.08948137655e-16,3.77270901785,0.433799748988
1.0,1991-10-31 00:00:00+00:00,2.0739444871,1.17095741989,4.43122226708e-16,7.875,0.51875,1.36722770299,0.755733909941,9.72429728034e-16,3.13676357322,0.462336843809
1.0,1991-11-30 00:00:00+00:00,1.50213987601,0.857750113934,3.52003658489e-16,7.11111111111,0.578888888889,0.419699994016,0.422524322647,3.50858146074e-16,2.42097317439,0.321886798597
1.0,1991-12-31 00:00:00+00:00,1.36845912385,0.733290000641,2.00091026908e-16,9.11111111111,0.328888888889,0.179162226066,0.210259100403,2.05553267095e-16,2.47206616237,0.319117707298
1.0,1992-01-31 00:00:00+00:00,2.82799853391,1.52424164572,1.06164778176e-16,8.1,0.465,4.89717714825,2.5210407397,8.50789571006e-17,3.14289321769,0.522520600338
1.0,1992-02-29 00:00:00+00:00,2.35075041526,1.36699731478,2.96094487063e-16,6.75,0.6525,1.52577005862,0.849578684215,3.93507817366e-16,2.81577190635,0.496264618353
1.0,1992-03-31 00:00:00+00:00,3.43241336169,1.84188738683,9.95725397101e-17,6.375,0.5275,6.05439790371,2.77463073377,1.49035878328e-16,3.33541601603,0.359354580165
1.0,1992-04-30 00:00:00+00:00,1.38405093701,0.785645974269,1.82365775502e-16,7.77777777778,0.244444444444,0.618861761582,0.500785011316,2.56790355034e-16,1.98606254797,0.25055493964
1.0,1992-05-31 00:00:00+00:00,3.1961168232,1.68708932609,2.13316651374e-16,7.6,0.482,5.15200919563,2.50475108368,2.24008116478e-16,2.83627298482,0.402044773626
1.0,1992-06-30 00:00:00+00:00,3.49893956771,1.84844067801,2.03145946626e-16,6.6,0.644,5.07966872111,2.47923497271,4.36891076844e-16,2.98886823619,0.496391422614
1.0,1992-07-31 00:00:00+00:00,3.65667959513,2.71599788122,7.80452547529e-17,4.88888888889,0.753333333333,4.08573193281,3.39383476709,6.4935004003e-17,2.97676184992,0.402367990775
