,radius,start_time,a,b,bstd,n,mc
274,7,1998-01-31 00:00:00+00:00,1.325884127833382,0.7238241365054197,0.0,4.0,1.0
275,7,1998-07-31 00:00:00+00:00,1.325884127833382,0.7238241365054197,0.0,4.0,1.0
276,7,1999-01-31 00:00:00+00:00,1.325884127833382,0.7238241365054197,0.0,4.0,1.0
277,7,1999-07-31 00:00:00+00:00,1.325884127833382,0.7238241365054197,0.0,4.0,1.0
278,7,2000-01-31 00:00:00+00:00,1.325884127833382,0.7238241365054197,0.0,4.0,1.0
279,7,2000-07-31 00:00:00+00:00,1.325884127833382,0.7238241365054197,0.0,4.0,1.0
280,7,2001-01-31 00:00:00+00:00,1.325884127833382,0.7238241365054197,0.0,4.0,1.0
281,7,2001-07-31 00:00:00+00:00,1.325884127833382,0.7238241365054197,0.0,4.0,1.0
282,7,2002-01-31 00:00:00+00:00,1.325884127833382,0.7238241365054197,0.0,4.0,1.0
283,7,2002-07-31 00:00:00+00:00,1.325884127833382,0.7238241365054197,0.0,4.0,1.0
284,7,2003-01-31 00:00:00+00:00,1.325884127833382,0.7238241365054197,0.0,4.0,1.0
285,7,2003-07-31 00:00:00+00:00,1.325884127833382,0.7238241365054197,0.0,4.0,1.0
286,7,2004-01-31 00:00:00+00:00,1.325884127833382,0.7238241365054197,0.0,4.0,1.0
287,7,2004-07-31 00:00:00+00:00,1.325884127833382,0.7238241365054197,0.0,4.0,1.0
288,7,2005-01-31 00:00:00+00:00,1.325884127833382,0.7238241365054197,0.0,4.0,1.0
289,7,2005-07-31 00:00:00+00:00,1.325884127833382,0.7238241365054197,0.0,4.0,1.0
290,7,2006-01-31 00:00:00+00:00,1.056180563923998,0.5790593092043357,6.990987604831656e-17,3.0,1.0
291,7,2006-07-31 00:00:00+00:00,1.056180563923998,0.5790593092043357,6.990987604831656e-17,3.0,1.0
292,7,2007-01-31 00:00:00+00:00,8.685889638065028,8.685889638065028,,1.0,1.0
293,7,2007-07-31 00:00:00+00:00,7.817300674258525,8.685889638065028,,1.0,0.8999999999999999
294,7,2008-01-31 00:00:00+00:00,7.817300674258525,8.685889638065028,,1.0,0.8999999999999999
295,7,2008-07-31 00:00:00+00:00,7.817300674258525,8.685889638065028,,1.0,0.8999999999999999
296,7,2009-01-31 00:00:00+00:00,7.817300674258525,8.685889638065028,,1.0,0.8999999999999999
297,7,2009-07-31 00:00:00+00:00,,,,,
298,7,2010-01-31 00:00:00+00:00,,,,,
299,7,2010-07-31 00:00:00+00:00,,,,,
300,7,2011-01-31 00:00:00+00:00,,,,,
301,8,1990-01-31 00:00:00+00:00,1.7520563828180913,0.7896263307331849,1.3662415102984295e-16,11.0,0.8999999999999999
302,8,1990-07-31 00:00:00+00:00,1.7520563828180913,0.7896263307331849,1.3662415102984295e-16,11.0,0.8999999999999999
303,8,1991-01-31 00:00:00+00:00,1.7520563828180913,0.7896263307331849,1.3662415102984295e-16,11.0,0.8999999999999999
304,8,1991-07-31 00:00:00+00:00,1.7520563828180913,0.7896263307331849,1.3662415102984295e-16,11.0,0.8999999999999999
305,8,1992-01-31 00:00:00+00:00,1.7520563828180913,0.7896263307331849,1.3662415102984295e-16,11.0,0.8999999999999999
306,8,1992-07-31 00:00:00+00:00,1.7520563828180913,0.7896263307331849,1.3662415102984295e-16,11.0,0.8999999999999999
307,8,1993-01-31 00:00:00+00:00,1.7520563828180913,0.7896263307331849,1.3662415102984295e-16,11.0,0.8999999999999999
308,8,1993-07-31 00:00:00+00:00,1.7520563828180913,0.7896263307331849,1.3662415102984295e-16,11.0,0.8999999999999999
309,8,1994-01-31 00:00:00+00:00,1.697973274487369,0.7755258605415212,1.7807463582446413e-16,10.0,0.8999999999999999
310,8,1994-07-31 00:00:00+00:00,1.697973274487369,0.7755258605415212,1.7807463582446413e-16,10.0,0.8999999999999999
311,8,1995-01-31 00:00:00+00:00,1.697973274487369,0.7755258605415212,1.7807463582446413e-16,10.0,0.8999999999999999
312,8,1995-07-31 00:00:00+00:00,1.697973274487369,0.7755258605415212,1.7807463582446413e-16,10.0,0.8999999999999999
313,8,1996-01-31 00:00:00+00:00,1.7716789507984472,0.9650988486738927,3.17824701206737e-17,8.0,0.8999999999999999
314,8,1996-07-31 00:00:00+00:00,1.7716789507984472,0.9650988486738927,3.17824701206737e-17,8.0,0.8999999999999999
315,8,1997-01-31 00:00:00+00:00,1.7716789507984472,0.9650988486738927,3.17824701206737e-17,8.0,0.8999999999999999
316,8,1997-07-31 00:00:00+00:00,1.7716789507984472,0.9650988486738927,3.17824701206737e-17,8.0,0.8999999999999999
317,8,1998-01-31 00:00:00+00:00,1.6869611895497911,0.935403499483927,1.0342669714176376e-16,7.0,0.8999999999999999
318,8,1998-07-31 00:00:00+00:00,1.6869611895497911,0.935403499483927,1.0342669714176376e-16,7.0,0.8999999999999999
319,8,1999-01-31 00:00:00+00:00,1.6869611895497911,0.935403499483927,1.0342669714176376e-16,7.0,0.8999999999999999
320,8,1999-07-31 00:00:00+00:00,1.6869611895497911,0.935403499483927,1.0342669714176376e-16,7.0,0.8999999999999999
321,8,2000-01-31 00:00:00+00:00,1.6869611895497911,0.935403499483927,1.0342669714176376e-16,7.0,0.8999999999999999
322,8,2000-07-31 00:00:00+00:00,1.6869611895497911,0.935403499483927,1.0342669714176376e-16,7.0,0.8999999999999999
323,8,2001-01-31 00:00:00+00:00,1.6869611895497911,0.935403499483927,1.0342669714176376e-16,7.0,0.8999999999999999
324,8,2001-07-31 00:00:00+00:00,1.6869611895497911,0.935403499483927,1.0342669714176376e-16,7.0,0.8999999999999999
325,8,2002-01-31 00:00:00+00:00,1.6869611895497911,0.935403499483927,1.0342669714176376e-16,7.0,0.8999999999999999
326,8,2002-07-31 00:00:00+00:00,1.6869611895497911,0.935403499483927,1.0342669714176376e-16,7.0,0.8999999999999999
327,8,2003-01-31 00:00:00+00:00,1.6869611895497911,0.935403499483927,1.0342669714176376e-16,7.0,0.8999999999999999
328,8,2003-07-31 00:00:00+00:00,1.5110231885953809,0.8143021535685969,2.782217734838137e-16,6.0,0.8999999999999999
329,8,2004-01-31 00:00:00+00:00,1.5110231885953809,0.8143021535685969,2.782217734838137e-16,6.0,0.8999999999999999
330,8,2004-07-31 00:00:00+00:00,1.5110231885953809,0.8143021535685969,2.782217734838137e-16,6.0,0.8999999999999999
331,8,2005-01-31 00:00:00+00:00,1.5183935550968712,0.8194235507608524,7.667785353695219e-17,5.0,1.0
332,8,2005-07-31 00:00:00+00:00,1.5183935550968712,0.8194235507608524,7.667785353695219e-17,5.0,1.0
333,8,2006-01-31 00:00:00+00:00,1.2969311623731654,0.6948711710452029,7.118459629297293e-17,4.0,1.0
334,8,2006-07-31 00:00:00+00:00,1.2969311623731654,0.6948711710452029,7.118459629297293e-17,4.0,1.0
335,8,2007-01-31 00:00:00+00:00,3.1963265416856577,2.8952965460216764,3.0271864316631657e-15,2.0,1.0
336,8,2007-07-31 00:00:00+00:00,2.2553551642286136,2.1714724095162583,8.513961839052663e-16,2.0,0.8999999999999999
